created_at,sentimental_value,sentiment_value_r,hashtags
Sun Mar 22 22:14:28 +0000 2020,0.025,1,industry senseofhumor smile badtimes restaurant chef toosmalltofail help your neighbors corona
Mon Mar 23 04:05:21 +0000 2020,0,0,nan
Mon Mar 23 02:09:56 +0000 2020,0.104166667,1,meme corona troll coronavirusn videomemes comedy vadivelu winner tamil
Mon Mar 23 01:40:00 +0000 2020,0,0,nan
Mon Mar 23 01:53:11 +0000 2020,0,0,corona itscoronatime
Mon Mar 23 04:03:22 +0000 2020,0.1,1,neerajbhardwaj corona lockdown
Mon Mar 23 06:34:17 +0000 2020,0.083680556,1,nan
Mon Mar 23 07:52:48 +0000 2020,0.099715909,1,coronawarriors COVID2019india covid corona lockdown extendfinancialyear
Mon Mar 23 06:04:56 +0000 2020,0.08,1,coronavirus awareness india
Mon Mar 23 06:17:31 +0000 2020,-0.230769231,-1,corona killcoronavirus foryou instagram ahmedabad jantakarfyu
Mon Mar 23 05:41:05 +0000 2020,-0.15625,-1,nan
Mon Mar 23 06:47:39 +0000 2020,0,0,nan
Mon Mar 23 07:51:48 +0000 2020,0,0,corona CoronaOutbreakIndia covid19 covid19 who indialockdown coronavirusindia coronavirus coronaviruspandemic
Mon Mar 23 07:58:34 +0000 2020,0,0,nan
Mon Mar 23 06:43:15 +0000 2020,0.6,1,COVID19 FortiusInfocom BulkSMSService VoiceCallService LongCodeService MissedCall IVRService
Mon Mar 23 06:29:26 +0000 2020,0.1,1,covid19 covid
Mon Mar 23 04:42:20 +0000 2020,0,0,nan
Mon Mar 23 08:40:10 +0000 2020,0,0,BeingMANU scoopwhoop
Mon Mar 23 08:54:06 +0000 2020,0.337121212,1,nan
Mon Mar 23 10:58:55 +0000 2020,0.45,1,totallockdown psultraviolet coronavirus corona theimaged watchthisinstagood agameoftones moodygrams igcolor artofvisuals
Mon Mar 23 08:31:46 +0000 2020,0.418181818,1,turkeydiaries throwbacktoturkey travel
Mon Mar 23 10:36:52 +0000 2020,-0.016666667,-1,corona
Mon Mar 23 10:08:11 +0000 2020,0,0,shotoniphone iphonevideo quarantine quarantinelife quarantined selfisolation covid19 corona coronavirus bnw bnwmood bnwcaptures
Mon Mar 23 08:04:56 +0000 2020,0,0,modi aajtak abpnews india indiatv mcgm salman bollywood corona besafe gocorona indiafightscorona supportindia corona lockdown2020 lockdown supportstategovt
Mon Mar 23 10:47:23 +0000 2020,-0.116666667,-1,corona coronavirus diabetes diabetesawareness type1diabetes besmart doctor
Mon Mar 23 09:39:57 +0000 2020,-0.05,-1,nan
Mon Mar 23 08:39:47 +0000 2020,0.5,1,corona indiafightscorona JantaCurfew narendramodi india bjp4india coronainindia
Mon Mar 23 09:54:16 +0000 2020,0.357142857,1,corona besafe follow instahelp
Mon Mar 23 09:23:08 +0000 2020,0,0,reading read innerpeace peace hinduism hindu god religion faith immortal divine quarantine corona ahmedabad india home relax authorsofinstagram author goodvibes goodreads
Mon Mar 23 08:06:06 +0000 2020,0.275,1,nan
Mon Mar 23 10:10:38 +0000 2020,0,0,DailyFeature chandigarhshutterbugs instagram
Mon Mar 23 08:07:24 +0000 2020,0.1,1,life world earth god covid19 corona apnavin
Mon Mar 23 10:38:13 +0000 2020,0.733333333,1,indiafightscorona
Mon Mar 23 12:48:01 +0000 2020,0,0,corona familytime stayhealthy
Mon Mar 23 12:44:15 +0000 2020,0.266666667,1,Kukarahallilake Mysore Viruswalk COVID googlevirus corona coronavirus coronavirusindia covid19 coronavirusnews coronavirusitalianews
Mon Mar 23 11:53:27 +0000 2020,-0.075,-1,nan
Mon Mar 23 13:07:59 +0000 2020,0,0,ronakgajjar who
Mon Mar 23 12:03:35 +0000 2020,0.625,1,corona
Mon Mar 23 11:10:09 +0000 2020,-0.1,-1,dreamermagazine photography photostory igers kolkata indiaphotoconcept indiaphotostory
Mon Mar 23 12:51:32 +0000 2020,0.8,1,corona covid19 besafe stayhome
Mon Mar 23 12:26:46 +0000 2020,0.212121212,1,covid19 corona virus money business entrepreneur success love bitcoin motivation forex cash finance lifestyle millionaire invest follow entrepreneurship
Mon Mar 23 11:08:04 +0000 2020,0,0,corona coronavirus india indiafightscorona staysafe stayhome
Mon Mar 23 13:15:10 +0000 2020,0.366666667,1,corona liveandletlive lockdown beinghuman
Mon Mar 23 12:59:09 +0000 2020,0.128787879,1,nan
Mon Mar 23 12:50:29 +0000 2020,0.127840909,1,nan
Mon Mar 23 12:45:42 +0000 2020,0.442857143,1,Corona Mask CoronaVirus Prevention India Pandemic
Mon Mar 23 13:56:17 +0000 2020,0.1,1,gigs indianarchitecture travel instagood
Mon Mar 23 14:56:42 +0000 2020,0.2,1,myfirstever illustration photoshop ps corona caronaeffect coronaeffect
Mon Mar 23 14:31:45 +0000 2020,-0.05,-1,Safe safe Fight Corona Fightagainstcorona
Mon Mar 23 14:48:52 +0000 2020,0.433333333,1,nan
Mon Mar 23 14:42:03 +0000 2020,0.144444444,1,nan
Mon Mar 23 15:18:14 +0000 2020,0.4,1,endgame snapbychina corona
Mon Mar 23 15:06:35 +0000 2020,0.2125,1,coronafighters coronavirus jantacurfue supportmodi support modi curfew celebration
Mon Mar 23 14:39:12 +0000 2020,0.925,1,GoCoronaGo Corona covid19 coronavirusoutbreak quarantineandchill Isolation
Mon Mar 23 13:59:07 +0000 2020,-0.4,-1,corona coronamemes itlife china covid19 indiansinger indianguitarcovers indianguitarist
Mon Mar 23 15:08:07 +0000 2020,0,0,nan
Mon Mar 23 15:04:20 +0000 2020,0.183333333,1,nan
Mon Mar 23 14:49:44 +0000 2020,0.2,1,corona stayhome staysafe coronavirus virus india safe safetyfirst safety home homesweethome life ludo
Mon Mar 23 14:49:35 +0000 2020,0.144444444,1,Save nCovid19 Corona indiafightscorona India
Mon Mar 23 14:49:41 +0000 2020,-0.1,-1,corona workfromhome sweetnandha
Mon Mar 23 16:10:13 +0000 2020,0,0,corona virus
Mon Mar 23 16:08:40 +0000 2020,0.178787879,1,CMGujarat VijayRupani gujaratfightscovid19 indiafightscorona corona selfquarantine
Mon Mar 23 16:20:16 +0000 2020,0.1953125,1,phadpainting covid19 corona indiafightscorona visualnarrative arts rajasthan aadhartrust
Mon Mar 23 16:24:43 +0000 2020,0,0,wfh workfromhome work corona covid19 coronatime levelup levelupcare
Mon Mar 23 16:51:50 +0000 2020,-0.2,-1,bongniverse newvideo biryani corona coronavirus precautions stayhome staysafe likecommentsubscribe
Mon Mar 23 16:40:50 +0000 2020,0,0,nan
Mon Mar 23 17:00:57 +0000 2020,0,0,besafe StayAtHome StayHealthy StaySafe dontpanic COVID19india Corona Coronaindia nojokes
Mon Mar 23 15:54:35 +0000 2020,0,0,corona quarantine StaySafe foodporn foodphotography fightcoronavirus indiafightscorona
Mon Mar 23 17:30:03 +0000 2020,0,0,nan
Mon Mar 23 18:24:07 +0000 2020,0.4,1,corona coronavirusbrazil coronavirusitalianews
Mon Mar 23 18:33:51 +0000 2020,0,0,corona covid19 breakchain hand sanitizer tech updates
Mon Mar 23 17:45:50 +0000 2020,0.466666667,1,covid19 instagram
Mon Mar 23 18:09:56 +0000 2020,-0.033333333,-1,dallakesrinagar shikararide kashmirtourism jammuandkashmirtourism
Mon Mar 23 19:35:11 +0000 2020,-0.125,-1,nan
Mon Mar 23 20:25:11 +0000 2020,0,0,nan
Mon Mar 23 19:43:16 +0000 2020,0.8,1,nan
Mon Mar 23 19:16:37 +0000 2020,0.095238095,1,dreamermagazine photography photostory igers kolkata indiaphotoconcept indiaphotostory
Mon Mar 23 20:39:49 +0000 2020,-0.625,-1,bc mc bdk stayhome stayhealthy corona indian savetheplanet savethefuture
Mon Mar 23 23:11:43 +0000 2020,-0.166666667,-1,nan
Mon Mar 23 23:23:38 +0000 2020,0.6,1,nan
Mon Mar 23 23:14:34 +0000 2020,0.5,1,nan
Mon Mar 23 23:20:50 +0000 2020,-0.175,-1,nan
Tue Mar 24 01:05:18 +0000 2020,0,0,corona coronavirus connerprairie store goodolddays
Mon Mar 23 23:17:29 +0000 2020,0,0,nan
Mon Mar 23 23:06:39 +0000 2020,0.524532434,1,nan
Tue Mar 24 03:19:14 +0000 2020,0.5,1,nan
Tue Mar 24 03:36:46 +0000 2020,0,0,phadpainting covid19 corona indiafightscorona visualnarrative arts rajasthan aadhartrust
Tue Mar 24 01:37:17 +0000 2020,0.170454545,1,rhythm rhythmpublications repost repostingindia imagequotes corona coronavirus gocorona relationshipquotes
Tue Mar 24 02:14:10 +0000 2020,0.266666667,1,corona covid19 stayhome stayhealthy staystrong covid19 coronavirus rajmobileclinic ranipettai ranipet vellore
Tue Mar 24 02:09:07 +0000 2020,-0.3,-1,besafe beathome
Tue Mar 24 03:37:13 +0000 2020,0.25,1,phadpainting covid19 corona indiafightscorona visualnarrative arts rajasthan aadhartrust
Tue Mar 24 03:35:12 +0000 2020,0.6875,1,nan
Tue Mar 24 02:55:11 +0000 2020,-0.042857143,-1,nan
Tue Mar 24 05:40:50 +0000 2020,0,0,corona coronaupdatesindia coronavirus india lockdown curfew pradipgolui terminixer wb howrah stayathomelives lockdownnow stayhome
Tue Mar 24 05:17:48 +0000 2020,0.4,1,nan
Tue Mar 24 07:28:50 +0000 2020,0,0,photography photooftheday photo photographer love nature instagood instagram travel picoftheday art like photoshoot stayhome corona dreams goals attitude
Tue Mar 24 07:42:40 +0000 2020,0.285714286,1,gocorona corona coronavirus
Tue Mar 24 06:59:49 +0000 2020,0.391666667,1,nan
Tue Mar 24 04:05:22 +0000 2020,0,0,corona ronakgajjar wellnesscoach meditationmentor
Tue Mar 24 05:09:59 +0000 2020,-0.071428571,-1,corona coronavirus nocorona fightagainstcorona coronavirusdisease disease COVID covid19 infectiousdiseas virus washhands avoidtouch symptomsofcorona socialdistancing
Tue Mar 24 05:33:05 +0000 2020,0,0,nan
Tue Mar 24 04:46:51 +0000 2020,0.033333333,1,Corona
Tue Mar 24 04:09:45 +0000 2020,0.232291667,1,safeindia saveyourself corona DKempire
Tue Mar 24 05:09:31 +0000 2020,0.015340909,1,coronovirus2020 corona quarantine quarantineandchill quarantinelife homeworkout fitmen nutritionist healthcoach fitinstagram roadiesrealheroes roadiesrevolution menwithstyle
Tue Mar 24 04:16:55 +0000 2020,-0.00959596,-1,Navratri2020 narendramodi corona mhow
Tue Mar 24 05:26:24 +0000 2020,-0.083333333,-1,nan
Tue Mar 24 06:30:12 +0000 2020,0,0,foodainment gujjupost gujjufood farsan gujjufarsan khandvi foodblogger stayhome staysafe selfquarantine corona
Tue Mar 24 04:06:58 +0000 2020,-0.057142857,-1,corona selfquarantine rejoicewellness drasmitasawe health
Tue Mar 24 03:56:51 +0000 2020,0.5,1,corona coronavirus handwashing summertime bahothard styleblogger chef foodie traveller fuckery
Tue Mar 24 04:24:10 +0000 2020,-0.251851852,-1,nan
Tue Mar 24 06:16:21 +0000 2020,-1,-1,nan
Tue Mar 24 06:20:24 +0000 2020,0.325,1,modi ceramics up jaunpur amezing corona
Tue Mar 24 04:24:26 +0000 2020,0.458333333,1,nan
Tue Mar 24 05:33:41 +0000 2020,-0.3,-1,StayHome homestudio 24x7 makemusic artistlife highonmusic highonlife dowhatyoulove onlygodcanjudgeme tattoo reallife
Tue Mar 24 10:05:35 +0000 2020,0.2,1,corona vacation kidsofinstagram home
Tue Mar 24 08:15:11 +0000 2020,0,0,staysafe corona isolate people world puneetmohindroophotography aware awakening follow4followback
Tue Mar 24 10:01:26 +0000 2020,-0.05,-1,nan
Tue Mar 24 08:56:37 +0000 2020,0,0,covid19 wuhanvirus coronavirus chinesevirus germany travel traveler europe instatravel travelgram
Tue Mar 24 08:48:28 +0000 2020,0,0,active termincxing coronaupdatesindia coronavirus corona covid19
Tue Mar 24 09:37:41 +0000 2020,0,0,nan
Tue Mar 24 07:49:36 +0000 2020,0.5,1,quarantineandchill curfew reading readings2go covid19 corona
Tue Mar 24 09:57:39 +0000 2020,0.25,1,COVID19 electronicmedia misinformation covid19outbreak narendramodi india bjp4india corona coronavirus coronavirusinindia
Tue Mar 24 10:07:42 +0000 2020,0.125,1,bepositive corona staypositive staysafe lockdown lockdown2020 family familytime
Tue Mar 24 09:03:10 +0000 2020,0.166666667,1,longing corona pandemic stayathome lifestyle
Tue Mar 24 10:16:33 +0000 2020,0,0,lockdown corona coronavirus siliguri WestBengal india ig igram covid19 nofilterneeded nofilter
Tue Mar 24 08:35:58 +0000 2020,-0.5,-1,socialdistancing corona virus fighting fight fear pandemicdisease respiratory sars medicine
Tue Mar 24 10:28:46 +0000 2020,0.177777778,1,selfquarantine staysafe stayhome homeworkout fitnesscoachlifestyle personaltrainer corona gocorona bestrong doctorslife policelife respect
Tue Mar 24 10:26:27 +0000 2020,0.136363636,1,indianskateculture skateforfun skateforlife violin music skateboading skateeverydamnday sk8ordie
Tue Mar 24 08:52:54 +0000 2020,0.5,1,pleaseprayfortheworld stayhome staysafe corona totheworld downtoearth notforlikes god godisgood lovenature
Tue Mar 24 08:56:29 +0000 2020,0,0,stayhome staysafe socialdistancing painting oilpainting sketching colouring dance music yoga
Tue Mar 24 10:26:22 +0000 2020,0.58,1,nan
Tue Mar 24 08:02:38 +0000 2020,0,0,nan
Tue Mar 24 08:53:42 +0000 2020,0.383333333,1,corona covid coronavirus
Tue Mar 24 11:13:40 +0000 2020,0,0,brakethechain carefew corona
Tue Mar 24 11:13:29 +0000 2020,0.175,1,brakethechain carefew corona
Tue Mar 24 12:37:37 +0000 2020,0.625,1,socialdistancing selfisolation corona coronabaskarona oneplus mobileclicks
Tue Mar 24 11:18:46 +0000 2020,0,0,covid19 toss world suffering corona virus
Tue Mar 24 11:13:15 +0000 2020,0,0,brakethechain carefew corona
Tue Mar 24 11:56:28 +0000 2020,0,0,corona covid19
Tue Mar 24 12:02:07 +0000 2020,0,0,corona coronavirus covid covid19 sarscov2 chinesevirus2020 chinesevirus china italy spain france iran usa uk india africa asia australia
Tue Mar 24 10:59:21 +0000 2020,0.064545455,1,buds afterrain weed flowers rose marigold lockdown corona photography
Tue Mar 24 12:22:07 +0000 2020,-0.155555556,-1,books laptop jbl readersofinstagram rejection corona stayhome
Tue Mar 24 13:38:31 +0000 2020,0.2,1,corona covid19
Tue Mar 24 14:43:41 +0000 2020,0.2,1,stayhome staymotivated prayfortheworld prayfordoctors covid19 corona coronavirus fightsong
Tue Mar 24 15:07:07 +0000 2020,0,0,nan
Tue Mar 24 15:11:22 +0000 2020,0.016666667,1,corona
Tue Mar 24 14:44:48 +0000 2020,0.5,1,stayhome stayingpositive corona covid covid19india panchkula india chandigarh lockdown curfew indiaagainstcovid19
Tue Mar 24 14:59:13 +0000 2020,0.370625,1,nan
Tue Mar 24 16:29:02 +0000 2020,0.316666667,1,stayhome staysafe stayvirusfree virusfree home stay at home
Tue Mar 24 15:58:07 +0000 2020,0.5,1,nan
Tue Mar 24 15:57:14 +0000 2020,0.228571429,1,nan
Tue Mar 24 16:19:43 +0000 2020,0,0,nan
Tue Mar 24 15:56:18 +0000 2020,0,0,nan
Tue Mar 24 16:12:29 +0000 2020,0,0,nan
Tue Mar 24 16:00:41 +0000 2020,-0.245833333,-1,corona feelings beglad saysorry apologise writings quotes writer writersofinstagram love
Tue Mar 24 16:01:10 +0000 2020,0,0,Lockdown lockdown2020 lockdowndefense lockdownindia pmnarendramodi jantacurfew jantacurfew2020
Tue Mar 24 17:07:41 +0000 2020,0,0,corona coronavirus
Tue Mar 24 15:36:06 +0000 2020,0,0,corona coronavirus indialockdown indiafightscorona abhisheksinha
Tue Mar 24 16:37:09 +0000 2020,0,0,corona heavy change sahilparkar people earth take care besafe stayhome staysafe stayhealthy gocorona safetyfirst loveyou entrepreneurlife lifestyle workfromhome
Tue Mar 24 16:43:04 +0000 2020,0.241666667,1,corona coronamemes coronavirus coronado safe behealthy stayathome socialawareness coronasafty usemask scdf
Tue Mar 24 16:33:25 +0000 2020,0.777777778,1,hope Corona swastic safe stayhome
Tue Mar 24 16:11:17 +0000 2020,-0.05,-1,peace corona india uk italy america spain china pakistan korea virus imrankhanworlduk imrankhanworldwide imaginarygirl imrankhanworld imrankhanworldusa lucknow
Tue Mar 24 16:00:45 +0000 2020,-0.1,-1,Contagion Corona
Tue Mar 24 17:19:20 +0000 2020,0,0,nan
Tue Mar 24 17:14:23 +0000 2020,0.125,1,nan
Tue Mar 24 18:29:40 +0000 2020,0.181481481,1,nan
Tue Mar 24 17:09:35 +0000 2020,0,0,stopthespread stopthespreadofcovid19 covid19 worldhealthorganization unicef quarantineandchill selfisolation corona coronavirus
Tue Mar 24 18:24:25 +0000 2020,0.5,1,puneetmohindroophotography punjab photooftheday potofgold skyphotography blue travelblogger travelblogger
Tue Mar 24 17:34:39 +0000 2020,0.2625,1,stopthespread stopthespreadofcovid19 covid19 worldhealthorganization unicef quarantineandchill selfisolation corona coronavirus lucknow
Tue Mar 24 18:12:16 +0000 2020,0,0,shaskvir kumarsanu gocorona coronago corona selfquarantine killingtime
Tue Mar 24 18:39:11 +0000 2020,0.1025,1,covid19
Tue Mar 24 18:27:24 +0000 2020,0,0,corona corinavirus supportlocal supportlocalbusiness localbusiness
Tue Mar 24 18:32:35 +0000 2020,0.357142857,1,selfquarantine shaskvir singing songwriting lyrics busyday insta songoftheday corona
Tue Mar 24 18:11:39 +0000 2020,0,0,indiafightscorona
Tue Mar 24 17:37:57 +0000 2020,-0.1875,-1,icraft icraftdesignz icraftdesignzandinteriors jubileehills delhi mumbai pune usa coronavaccation corona
Tue Mar 24 19:26:29 +0000 2020,0.1,1,nocaption pmindia corona covid19 plz
Tue Mar 24 19:09:27 +0000 2020,0,0,delhincr delhidairies corona virus staysafe stayhome stayhealthy dontpanic
Tue Mar 24 19:05:03 +0000 2020,0,0,Punjab curfew corona lockdown video videos law joke fun pb punjabi
Tue Mar 24 19:28:58 +0000 2020,0,0,CoronavirusLockdown FB Corona
Tue Mar 24 22:31:08 +0000 2020,0,0,indialockdown21days corona stayindoors staysafe
Tue Mar 24 21:47:07 +0000 2020,0.5,1,nan
Wed Mar 25 01:00:12 +0000 2020,-0.075,-1,nan
Wed Mar 25 02:05:19 +0000 2020,0.25,1,tripleoneanimation tripleone coronavirusitalianews coronavirus coronavirus corona creative animation posterart
Wed Mar 25 00:48:31 +0000 2020,0,0,pray corona world heal faith self love
Wed Mar 25 03:51:33 +0000 2020,0.433333333,1,nan
Wed Mar 25 04:28:44 +0000 2020,0.136363636,1,positivity powerfulreminder Covid19 coronavirus
Wed Mar 25 03:12:23 +0000 2020,0,0,postponedweddding corona effects nootheroption
Wed Mar 25 03:42:34 +0000 2020,0.625,1,stayhome stayathome corona
Wed Mar 25 03:47:39 +0000 2020,0.25,1,covid19 covid19 besafe stayhome stay home corona coronarender covid china chinatown chinaeffect peoples infection infectioncontrol control fine
Wed Mar 25 05:00:43 +0000 2020,-0.5,-1,corona quarantine breakfast quarantinefood quarantinebreakfast notbored cleansing microbesrule homealone dontpanicshop livingwiththeminimum foodporn
Wed Mar 25 02:37:57 +0000 2020,0,0,proud indian Muslim epidemic corona imprisoned home
Wed Mar 25 03:14:50 +0000 2020,1,1,corona india workfromhome youngentrepreneur delhi punjabi himachalpradesh haryana business lifestyle worldwide mumbai businessowner jobs couplegoals
Wed Mar 25 03:33:59 +0000 2020,0.1,1,nan
Wed Mar 25 05:48:36 +0000 2020,0.266666667,1,badmintonlovers challenge fight corona india respect game world jantacurfew isolation stressrelief keepgoing wellness
Wed Mar 25 05:38:23 +0000 2020,0,0,nan
Wed Mar 25 03:40:20 +0000 2020,0.125,1,nan
Wed Mar 25 04:00:36 +0000 2020,-1,-1,day1 corona virus coronavirus stayhome staysave
Wed Mar 25 05:46:05 +0000 2020,0,0,fightforcorona fightwithcorona stayhome staysafe lockdown
Wed Mar 25 04:03:57 +0000 2020,0.5,1,corona necessary important do doit doityourself besafe safe safety safetyfirst
Wed Mar 25 05:19:34 +0000 2020,-0.281818182,-1,nan
Wed Mar 25 02:54:49 +0000 2020,0,0,Ramlala
Wed Mar 25 05:02:55 +0000 2020,-0.077777778,-1,stayhome staysafe biggboss corona 21dayslockdown lockdown2020 photooftheday igdaily
Wed Mar 25 06:20:02 +0000 2020,0.011111111,1,nan
Wed Mar 25 06:36:25 +0000 2020,0.157142857,1,nan
Wed Mar 25 08:23:16 +0000 2020,0.5,1,nan
Wed Mar 25 06:17:32 +0000 2020,0,0,homemadefoods corona healthyfood selfcooking
Wed Mar 25 08:32:14 +0000 2020,0.227272727,1,Corona wewillgetthroughthis pandemic
Wed Mar 25 07:45:21 +0000 2020,-0.155555556,-1,freebird prisonlife
Wed Mar 25 09:11:54 +0000 2020,0,0,nan
Wed Mar 25 06:30:22 +0000 2020,-0.011458333,-1,coronavirus corona mat corona airqualityindex pureair pure pureair oxygen
Wed Mar 25 06:14:10 +0000 2020,0.4,1,stayathome eathealthy corona healthfood homemadefoods
Wed Mar 25 07:08:23 +0000 2020,-0.224431818,-1,nan
Wed Mar 25 09:20:00 +0000 2020,-0.509375,-1,nan
Wed Mar 25 06:33:25 +0000 2020,-0.177777778,-1,china corona quarantine virus wuhan disease coronavrus publichealth pandemia viruscorona wikipedia assistance outbreak epidemic globalhealth
Wed Mar 25 07:04:13 +0000 2020,-0.233333333,-1,lockdown narendramodi jantacurfew corona covid19 21daylockdown entertainment
Wed Mar 25 08:43:58 +0000 2020,0,0,techtonicsin covid19 corona lockdown newskills
Wed Mar 25 07:55:41 +0000 2020,0,0,selfquarantine quarantine 21dayslockdown happynavratri navratri day1navratri stayhome staysafe corona
Wed Mar 25 12:28:06 +0000 2020,0.016666667,1,foodiesofindia mumbai indianfood cooking covid19 corona
