created_at,sentimental_value,sentiment_value_r,hashtags
Sat May 30 22:18:35 +0000 2020,0.25,1,nan
Sat May 30 22:03:16 +0000 2020,0.3,1,coronavirus safetyfirst handwash covid19 gocoronago gocorona life
Sun May 31 03:33:18 +0000 2020,0.7,1,covid19 who stress
Sun May 31 02:24:00 +0000 2020,-0.057291667,-1,corona covid19 who
Sun May 31 03:14:22 +0000 2020,0.34375,1,nan
Sun May 31 05:32:29 +0000 2020,0,0,WorldNoTobaccoDay Covid19 Covid19India
Sun May 31 04:42:46 +0000 2020,0.1875,1,corona
Sun May 31 04:09:54 +0000 2020,0.35,1,10yearsofsuccess promotion contentcreator ceicketers sanitarypads menstruation covid19 elonmusk
Sun May 31 05:39:59 +0000 2020,0.334090909,1,iyuvrajkhuman yuvrajkhuman yuvi coronavirus corona coronaisnotajoke coronaedit coronavirusphotoediting coronavirusphotography gondal photooftheday
Sun May 31 05:16:19 +0000 2020,0.390625,1,nan
Sun May 31 04:53:54 +0000 2020,0.5,1,mobile mobilemanufacturing
Sun May 31 07:12:49 +0000 2020,0,0,streetphotography streetphotographyinternational streetphotographer streetphotographers streetphotographyindia streetphotos streetphotographymumbai
Sun May 31 08:55:54 +0000 2020,0,0,covid19 studioupdate
Sun May 31 08:37:51 +0000 2020,0,0,worldnotobaccoday smoking cancersucks cancer mozocare COVID19 coronavirus healthtourismcompany tobaccofree
Sun May 31 10:50:38 +0000 2020,-0.5,-1,devildiva aishvasu covid19 lockdown2020 lockdownandchill marriageanniversary
Sun May 31 10:56:00 +0000 2020,0,0,nan
Sun May 31 09:58:26 +0000 2020,0.333333333,1,nan
Sun May 31 14:00:40 +0000 2020,0.138888889,1,covid19 mehndiart
Sun May 31 13:32:45 +0000 2020,0,0,COVID19
Sun May 31 14:31:29 +0000 2020,0.068181818,1,Day68 lockdownday68 coronavirus covid19 lockdown4 Delhi India Rain Delhi Nature God natgeotravel natgeolandscape socialdistancing
Sun May 31 15:27:24 +0000 2020,-5.55E-17,-1,nan
Sun May 31 16:06:58 +0000 2020,0.208333333,1,sarcastic post alert boycottchinaproducts lockdown covid stayhome quarantine coronavirus corona staysafe love india
Sun May 31 14:50:07 +0000 2020,-0.05,-1,nature rain lights noida noidagram igers potd colors blue canvas natural likeforlikes corona time lockdown photography
Sun May 31 15:55:42 +0000 2020,1,1,utkarsh soumya philosopher lockdown covid19 corona workoutmotivation workout fitnessfollowers fitkanpur
Sun May 31 17:26:06 +0000 2020,-0.175,-1,WorldNoTobaccoDay COVID19 quitsmoking NOSMOKING SayYesToLife COVID
Sun May 31 18:03:57 +0000 2020,0,0,nan
Sun May 31 18:47:51 +0000 2020,0.053333333,1,nan
Sun May 31 20:30:38 +0000 2020,0,0,sonusood helpindia covid19 coronavirus
Mon Jun 01 02:23:47 +0000 2020,0.375,1,nan
Mon Jun 01 02:45:58 +0000 2020,0,0,nan
Mon Jun 01 02:17:06 +0000 2020,0.383333333,1,ilalitjangid shotoniphone rain jodhpur village createathome lockdown nustaharamkhor covid weather coronavirus
Mon Jun 01 02:27:08 +0000 2020,-0.0546875,-1,nan
Mon Jun 01 03:02:08 +0000 2020,-0.1625,-1,RotiMaker
Mon Jun 01 04:46:12 +0000 2020,0,0,blackandwhite coronavirus covid19 stayhome staysafe gharbaithoindia smile vibes
Mon Jun 01 06:43:36 +0000 2020,0.6,1,nan
Mon Jun 01 06:39:00 +0000 2020,-0.1,-1,nan
Mon Jun 01 06:51:05 +0000 2020,0.1,1,nan
Mon Jun 01 05:02:34 +0000 2020,0.136363636,1,bride bridehairdo brideinspo brideinspiration
Mon Jun 01 03:56:07 +0000 2020,-0.379166667,-1,greatsuccess success coffee healthylifestyle covid19 homemade photography photooftheday instagood instagram travelphotography
Mon Jun 01 06:30:49 +0000 2020,0,0,stayathome digitalart digutalmarketing seo mapsdigital 360view virtualtour googleseo googlemybusiness
Mon Jun 01 03:57:00 +0000 2020,1,1,covid19 covid19 coronavirus corona safetyfirst safe HandGloves sanitize stayhome staysafe
Mon Jun 01 06:43:14 +0000 2020,0.126666667,1,21dayslockdown 21dayslockdownindia lockdown3 covid19 covid19india covid19kolkata corona covidart covidartexhibit coronaindia artquarantined
Mon Jun 01 06:36:55 +0000 2020,0,0,rayagada covid19 staysafe stayhomestaysafe quarantine selflove single vizag bhubneshwar puri rajamondial
Mon Jun 01 05:05:55 +0000 2020,0,0,indore india lockdown unlocked corona covid19 coronavirus hospital doctor police chai food
Mon Jun 01 05:10:11 +0000 2020,0.213068182,1,indore indoremasala india coronavirus covid19
Mon Jun 01 05:50:49 +0000 2020,0.354166667,1,rip irrfan actor bollywood hollywood filmfare migrant migrantworkers coronavirus quarantine singer music guitar foruyou
Mon Jun 01 07:37:23 +0000 2020,0.65,1,covid19
Mon Jun 01 08:19:02 +0000 2020,-0.060515873,-1,nan
Mon Jun 01 07:43:04 +0000 2020,0,0,nan
Mon Jun 01 07:25:01 +0000 2020,0,0,JoeyJustSays workoutblog fitnessblog health fitness blogger lifestyle corestrength core abs hotmen actorslife celeb covid
Mon Jun 01 08:17:01 +0000 2020,0.25,1,nan
Mon Jun 01 11:36:00 +0000 2020,0.25,1,quarantine covid stayhome coronavirus quarantinelife corona love lockdown socialdistancing staysafe quarantineandchill stayathome art
Mon Jun 01 11:13:28 +0000 2020,0.7,1,nan
Mon Jun 01 09:56:33 +0000 2020,0,0,Covid19 Poverty
Mon Jun 01 10:23:32 +0000 2020,0.333333333,1,covid19 remotejob workfromhome homeisoffice work business onlinework
Mon Jun 01 09:24:18 +0000 2020,0.1,1,nan
Mon Jun 01 09:12:13 +0000 2020,-0.05952381,-1,nan
Mon Jun 01 09:35:32 +0000 2020,0.1875,1,maharashtra india pfn
Mon Jun 01 09:14:58 +0000 2020,0,0,nan
Mon Jun 01 09:22:57 +0000 2020,0.444444444,1,thehindu thehindunewspaper fitness trainers personaltrainer trivandrumtrainers trivandrum u19cricket u19cricketer corona coronalockdown homeworkout homeworkouts
Mon Jun 01 09:07:14 +0000 2020,0,0,nan
Mon Jun 01 12:31:22 +0000 2020,0,0,nan
Mon Jun 01 12:08:26 +0000 2020,0.336111111,1,ilalitjangid shotoniphone cloudporn jodhpur village createathome lockdown nustaharamkhor covid weather coronavirus
Mon Jun 01 12:37:02 +0000 2020,0.35,1,nan
Mon Jun 01 11:46:22 +0000 2020,0.166666667,1,covid19
Mon Jun 01 12:50:36 +0000 2020,0,0,covid19 milkmustache donthatemebecauseimbeautiful mumbai onlyinmumbai
Mon Jun 01 12:28:54 +0000 2020,0.166666667,1,nan
Mon Jun 01 15:08:51 +0000 2020,0,0,coronavirus sushi seafood food carryout carmelindiana localrestaurant
Mon Jun 01 15:54:52 +0000 2020,-0.4,-1,inthistogether dailypost motivation gocoronago covid19 wearamask instagood likelike cabincrewlife cabinlife cabincrew instacrew
Mon Jun 01 15:49:03 +0000 2020,0.166666667,1,cabincrewlife cabincrew airhostess cabinlife Ppe covid19 inthistogether weareallinthistogether
Mon Jun 01 16:02:00 +0000 2020,0.3475,1,nan
Mon Jun 01 15:57:42 +0000 2020,-0.6,-1,covid19 healthpractice hygiene staysafe football
Mon Jun 01 14:31:46 +0000 2020,0,0,covid19 ites safetyitems customised masks printing printingservices availablehere humanity socialdistancing coronatime safeyourinternet with mask style
Mon Jun 01 17:13:05 +0000 2020,0.650232488,1,covid19 covid medical Doctors nursing nurses hospitals ambulance kerala Karnataka
Mon Jun 01 19:29:30 +0000 2020,0,0,covid19 masks videoproduction safety merch pandemic morkproductions videomarketing
Mon Jun 01 18:15:55 +0000 2020,0,0,nan
Mon Jun 01 18:35:21 +0000 2020,0,0,corona lockdown pandamic dil bestfriend justforyou Trendwalamemes moscow amirsiddiqui carryminati bantiktok memesforyou meme chutiyapa
Mon Jun 01 19:53:12 +0000 2020,1,1,motivation motivationalquotes inspiration inspirationalquotes wealthguru24x7 wealthcreation wealth banaras business meditation sunday
Mon Jun 01 18:50:30 +0000 2020,0.095454545,1,nan
Mon Jun 01 21:45:07 +0000 2020,0.4,1,Panelist ModernTalk AskHimanshuRai Panelists
Tue Jun 02 00:47:48 +0000 2020,-0.0375,-1,COVID19 SelfReliantIndia FightAgainstCorona AatmaNirbharBharatAbhiyan 9PILLARS
Tue Jun 02 02:46:44 +0000 2020,1,1,ilalitjangid shotoniphone rain jodhpur village createathome lockdown nustaharamkhor covid weather coronavirus
Tue Jun 02 02:40:50 +0000 2020,0.083333333,1,nan
Tue Jun 02 05:09:42 +0000 2020,0.7,1,nan
Tue Jun 02 04:05:22 +0000 2020,0.152777778,1,nan
Tue Jun 02 04:48:01 +0000 2020,-0.066666667,-1,irrfan actor bollywood hollywood filmfare migrant migrantworkers coronavirus quarantine singer music guitar foruyou
Tue Jun 02 02:51:05 +0000 2020,0,0,nan
Tue Jun 02 02:56:59 +0000 2020,0,0,nan
Tue Jun 02 04:45:22 +0000 2020,0,0,happy birthday hairfashion hairofinstagram Covid19 modi ajeetbacchas abmakeovers practice
Tue Jun 02 03:44:20 +0000 2020,0.058333333,1,coronavirus 3rdtime pledge
Tue Jun 02 03:24:14 +0000 2020,0.139366883,1,nan
Tue Jun 02 09:27:20 +0000 2020,-0.292857143,-1,coronavirus mask skincareroutine breakthechain
Tue Jun 02 09:00:43 +0000 2020,0,0,MaskOn newnormal masks corona coronavirus staysafe doctors healthcareworkers
Tue Jun 02 07:01:33 +0000 2020,0,0,nan
Tue Jun 02 07:32:09 +0000 2020,0.78125,1,RIP Dr CHITTRANJAN Mumbai ENT SURGEON
Tue Jun 02 08:09:56 +0000 2020,0,0,ranchirainbowhomes children
Tue Jun 02 11:49:24 +0000 2020,-0.06010101,-1,nan
Tue Jun 02 10:16:51 +0000 2020,0.136363636,1,nan
Tue Jun 02 11:13:13 +0000 2020,0.7,1,ananthukhadibhavan ananthuposts khadiproducts khadi handloom handloomlove nagercoil kanyakumari tamilnadu gocorona corona
Tue Jun 02 09:46:49 +0000 2020,0,0,nan
Tue Jun 02 12:11:04 +0000 2020,0,0,CoVID19 quarantinelife dailylifeindia breakthechains besafebehome selfisolation behome wfh coronavirusindia COVID2019india StaySafeStayHome CoronaVirusUpdate
Tue Jun 02 12:15:53 +0000 2020,0.425,1,vivahealthscience viva thankyou celebrate respect amazing art bestoftheday beautiful bar covid19
Tue Jun 02 14:13:05 +0000 2020,-0.125,-1,instagramb post ngo Kindness support people philanthropy love peace vmfoundation children food indianarmy pandemic coronavirus doctors endpoverty
Tue Jun 02 13:56:44 +0000 2020,-0.125,-1,corona covid coronavirus stayhome virus quarantine staysafe hungry
Tue Jun 02 12:48:17 +0000 2020,-0.18,-1,rain beautiful love hope coronavirus coronavirusoutbreak couplegoals
Tue Jun 02 18:24:05 +0000 2020,0,0,nan
Tue Jun 02 21:42:49 +0000 2020,0,0,coronavirus corona covid19 staysafe staysafestayhome kolkata india mask instagram instagood instadaily instalike
Wed Jun 03 02:20:47 +0000 2020,-0.05,-1,canon corona staysafe gear safe safetyfirst canonm50mirrorless canonm50 coronaviris coronavirusmemes coronavirusmemes canonphotographers
Wed Jun 03 02:07:08 +0000 2020,0,0,nan
Wed Jun 03 05:28:15 +0000 2020,0.5,1,digitalart digutalmarketing seo mapsdigital 360view virtualtour googleseo
Wed Jun 03 03:18:49 +0000 2020,0.166666667,1,Covid19Solutions TemperatureDetection TemperatureScreening Chennai
Wed Jun 03 03:53:44 +0000 2020,-0.08973064,-1,nan
Wed Jun 03 03:19:10 +0000 2020,0,0,FaceDetection TemperatureDetection TemperatureScreening Covid19Solutions Chennai
Wed Jun 03 03:36:44 +0000 2020,0,0,indiafightscorona coronavirus covid19
Wed Jun 03 04:08:16 +0000 2020,0.2,1,ecommerce onlineshopping digitalworld ecommerceplatform online business corona
Wed Jun 03 03:18:59 +0000 2020,0.058333333,1,TemperatureDetection TemperatureScreening FaceDetection Covid19Solutions Chennai
Wed Jun 03 04:29:12 +0000 2020,0.25,1,capt covid
Wed Jun 03 04:30:01 +0000 2020,0.022727273,1,ecommerce onlineshopping digitalworld ecommerceplatform online business corona
Wed Jun 03 03:55:04 +0000 2020,0,0,funfilledcaption friendmarriagegathering staysafe
Wed Jun 03 05:34:17 +0000 2020,0.25,1,DELIVERY Vinayak
Wed Jun 03 06:38:05 +0000 2020,0,0,nan
Wed Jun 03 06:32:21 +0000 2020,-0.1,-1,nan
Wed Jun 03 06:34:36 +0000 2020,0,0,stayhome staysafe covid19 lockdown raining cool poha tea garmagarm pohe
Wed Jun 03 08:38:14 +0000 2020,-0.234375,-1,nan
Wed Jun 03 10:14:03 +0000 2020,0,0,workfromhome childhood covid19 wfh quarantine socialdistancing kolkata
Wed Jun 03 10:18:52 +0000 2020,0.136363636,1,Covid19 PatnaTales
Wed Jun 03 11:25:04 +0000 2020,-0.045833333,-1,COVID19 indiacometogether indiafightscoronavirus
Wed Jun 03 09:33:54 +0000 2020,0,0,desstartupclub startupclub covid19 coronavirus instagood
Wed Jun 03 11:37:24 +0000 2020,0.223214286,1,REACTION covid coronavirus corona virus
Wed Jun 03 12:40:08 +0000 2020,1,1,Webinar Registration eCertificate Free Online
Wed Jun 03 12:39:40 +0000 2020,0.25,1,nan
Wed Jun 03 12:20:32 +0000 2020,0,0,nan
Wed Jun 03 11:49:39 +0000 2020,0.196843434,1,ludo ludoking ludostar ludomemes video game nonsense coimbatore ludovicoeinaudi red blue green yellow king breakup friendship fights cute quarantine corona
Wed Jun 03 15:03:00 +0000 2020,0,0,KerelaElephantKilling SaveWildlife
Wed Jun 03 14:38:36 +0000 2020,0.133333333,1,covid19 HelloSuratCity
Wed Jun 03 14:29:55 +0000 2020,0.15625,1,nan
Wed Jun 03 15:45:32 +0000 2020,-0.033333333,-1,nan
Wed Jun 03 15:34:02 +0000 2020,0,0,nan
Wed Jun 03 17:30:38 +0000 2020,0.375,1,lockdownmemes corona coronamemes coronavirusmemes maharashtra mumbaidiaries mumbai manishjmohan first monsoon monsoonseason cyclone
Wed Jun 03 18:28:19 +0000 2020,-0.135185185,-1,actor art bollywood pollywoodartists pollywood influencers indianinfluencer shotonrealme iambadalarora realmex2 delhiinfluencer simsim showcasedelhi mohali
Wed Jun 03 19:02:04 +0000 2020,-0.06010101,-1,corona Happy Birthday bro unlockdown1 hatersgonnahate njaizsuggestions gameofimmunity CoronaIsOurFuture
Wed Jun 03 22:46:35 +0000 2020,0.2,1,coronavirus tongue jackofalltrades custom 40oz handmade notwocupsthesame entrpreneur
Thu Jun 04 01:34:00 +0000 2020,-0.329545455,-1,nan
Thu Jun 04 02:45:22 +0000 2020,0,0,nan
Thu Jun 04 04:07:51 +0000 2020,0.6,1,nan
Thu Jun 04 04:31:20 +0000 2020,0.4,1,nan
Thu Jun 04 06:47:50 +0000 2020,0.216287879,1,nan
Thu Jun 04 06:01:31 +0000 2020,0.427083333,1,nan
Thu Jun 04 05:52:26 +0000 2020,-0.078125,-1,nan
Thu Jun 04 07:28:29 +0000 2020,0.227272727,1,webinar gramswaraj revistinggandhi covid19 stayhome staysafe
Thu Jun 04 06:42:55 +0000 2020,0.1,1,nan
Thu Jun 04 06:35:35 +0000 2020,0,0,covid coronavirus corona virus ncov news outbreak s follow demodextest acnetreatment acne demodexskin
Thu Jun 04 10:42:02 +0000 2020,-0.035714286,-1,Covid19 Corona Coronavirus CovidCasesinIndia Covid Covid19 India World TheLiberacy
Thu Jun 04 10:31:26 +0000 2020,0.0921875,1,nan
Thu Jun 04 08:05:44 +0000 2020,-0.3125,-1,news ground tv bindiyasarraff news covid coronavirus like india love instagram media follow music viral breakingnews instagood noticias corona politics trending repost
Thu Jun 04 10:40:44 +0000 2020,-0.066666667,-1,Covid19 Corona Coronavirus CovidCasesinIndia Covid Covid19 India World TheLiberacy
Thu Jun 04 12:16:04 +0000 2020,-0.075,-1,nan
Thu Jun 04 11:26:52 +0000 2020,0,0,ModernTalk moderngroupofinstitutions Indore pharmacy management
Thu Jun 04 11:23:04 +0000 2020,-0.125,-1,nan
Thu Jun 04 11:57:45 +0000 2020,0,0,Wear Save
Thu Jun 04 15:03:47 +0000 2020,0.228174603,1,RekhankitFoundation
Thu Jun 04 13:54:19 +0000 2020,0.166666667,1,nan
Thu Jun 04 13:32:36 +0000 2020,0.5,1,nan
Thu Jun 04 14:24:47 +0000 2020,0.15,1,nan
Thu Jun 04 13:48:25 +0000 2020,0,0,covid COVID2019 COVID19Pandemic covid19 corona coronavirus
Thu Jun 04 13:31:28 +0000 2020,-0.166666667,-1,covid insane instagram hashtag zombie photography
Thu Jun 04 13:28:26 +0000 2020,-0.3,-1,covid19 HelloSuratCity
Thu Jun 04 13:45:11 +0000 2020,0,0,lockdown newnormal bom india japan unitedkingdom amazing
Thu Jun 04 14:16:10 +0000 2020,0.7,1,nan
Thu Jun 04 16:03:07 +0000 2020,0.166666667,1,covid19 update surat
Thu Jun 04 15:33:21 +0000 2020,0,0,hospital duty respiratory physio icu ccu cardiorespiratory therapist doctorsofinstagram doctorlife roundtheclock blessings medicos covid19 volunteers
Thu Jun 04 15:26:02 +0000 2020,0.16,1,usa trending gujarat life pakistan corona covid instadaily chennai naturephotography world style beautiful likes music model kolkata jaipur punjab of
Thu Jun 04 17:23:35 +0000 2020,0.7,1,india nrai newnormal foodservice restaurant rules regulations onerous noteasy unlock1 beentheredonethat global globalaccess domore
Thu Jun 04 18:58:50 +0000 2020,0.15,1,nan
Thu Jun 04 18:51:26 +0000 2020,0.25,1,mask covid facemask skincare coronavirus masks art masker beauty corona n makeup love stayhome cosplay virus maskerwajah m like quarantine
Thu Jun 04 21:20:05 +0000 2020,0.466666667,1,myroamingspirit travel postcovid travelguidelines
Fri Jun 05 02:45:50 +0000 2020,0.16,1,nan
Fri Jun 05 01:38:33 +0000 2020,0,0,sky blue clouds Chennai silhouette dramatic wide instadaily instagood
Fri Jun 05 03:22:04 +0000 2020,0.226041667,1,nan
Fri Jun 05 05:06:32 +0000 2020,-0.1,-1,nan
Fri Jun 05 04:37:35 +0000 2020,0.172727273,1,Wipro
Fri Jun 05 03:33:43 +0000 2020,0,0,covid19 nostalgic selfcare selfisolation jantacurfew yoga2point0 yogaposes yogini
Fri Jun 05 05:46:46 +0000 2020,0,0,worldenvironmentday MentalWellness covid19
Fri Jun 05 05:05:22 +0000 2020,0.025,1,nan
Fri Jun 05 05:11:39 +0000 2020,0.136363636,1,fitness trainers personaltrainer trivandrumtrainers trivandrum u19cricket u19cricketer corona coronalockdown homeworkout homeworkouts thehindu
Fri Jun 05 07:12:15 +0000 2020,0,0,nan
Fri Jun 05 07:48:33 +0000 2020,0.8,1,nan
Fri Jun 05 06:47:03 +0000 2020,0,0,nan
Fri Jun 05 06:10:23 +0000 2020,0,0,selfquarantine lockdown artist artistsoninstagram covid19 india stayhome selfappreciation painting art artwork followforfollowback follow followart passion
Fri Jun 05 06:54:29 +0000 2020,0,0,nan
Fri Jun 05 10:23:40 +0000 2020,-1.39E-17,-1,olhuveli maldives whileontrip
Fri Jun 05 09:25:10 +0000 2020,0,0,EnvironmentDay 2k20 SaveNature covid19
Fri Jun 05 12:23:11 +0000 2020,0.5,1,IndiaWillWin
Fri Jun 05 11:07:04 +0000 2020,0.5,1,nan
Fri Jun 05 12:18:21 +0000 2020,0.266666667,1,COVIDKATHAwithMyGov IndiaFightsCorona
Fri Jun 05 12:19:34 +0000 2020,0.128787879,1,COVIDKATHAwithMyGov IndiaFightsCorona
Fri Jun 05 11:51:09 +0000 2020,-0.3125,-1,newnormal2020 masklife covid19 staysafe wearmask healthyliving
Fri Jun 05 12:57:20 +0000 2020,0,0,peoplesdentalclinic coronavirus lockdown dentist dentalclinic covidpreparedness
Fri Jun 05 12:34:55 +0000 2020,0.6,1,IndiaWillWin IndiaFightsCorona
Fri Jun 05 12:22:35 +0000 2020,0,0,COVIDKATHAwithMyGov StayInformedStaySafe IndiaFightsCorona
Fri Jun 05 11:14:37 +0000 2020,0.280952381,1,covid19 coronavirus
Fri Jun 05 12:26:32 +0000 2020,0,0,Covid19 Corona Coronavirus CovidCasesinIndia Covid Covid19 India World TheLiberacy
Fri Jun 05 12:30:14 +0000 2020,-0.25,-1,nan
Fri Jun 05 11:22:02 +0000 2020,0.1875,1,covid19 office lookoftheday mask newnormal future singapore shotoniphone
Fri Jun 05 13:06:09 +0000 2020,0.5,1,nan
Fri Jun 05 11:55:07 +0000 2020,0.329166667,1,smc covid19 positive patient surat
Fri Jun 05 12:21:13 +0000 2020,0.14,1,COVIDKATHAwithMyGov Coronavirus IndiaFightsCorona
Fri Jun 05 14:32:22 +0000 2020,0.25,1,customised masks printingservices covid19 safetyitems promotionalproducts socialdistancing atmanirbharbharat
Fri Jun 05 14:00:58 +0000 2020,-0.166666667,-1,nan
Fri Jun 05 16:04:26 +0000 2020,0.1,1,nan
Fri Jun 05 15:35:03 +0000 2020,-0.291666667,-1,nan
Fri Jun 05 18:11:49 +0000 2020,0.4,1,nan
Fri Jun 05 17:36:30 +0000 2020,0.2,1,nan
Fri Jun 05 20:00:03 +0000 2020,0,0,IndiaFightsCorona
Fri Jun 05 19:14:00 +0000 2020,-0.5,-1,Covid19 Corona online Stunning OnlineShopping Ecommerce
Fri Jun 05 19:49:57 +0000 2020,0,0,fashion coronavirus lockdown lockdownlife flats tiktok style
Fri Jun 05 19:53:17 +0000 2020,0.6,1,nan
Fri Jun 05 20:46:39 +0000 2020,-0.052857143,-1,nan
Sat Jun 06 01:29:06 +0000 2020,0,0,coronavirus india telanganaformationday march june
Sat Jun 06 03:01:40 +0000 2020,0,0,gocoronago socialdistancing terrace clouds skies lights dark sunset stayhome staysafe lockdown covid19 quarantine quarantinelife oneplusphotography oneplus
Sat Jun 06 03:46:31 +0000 2020,0.2,1,presidencyschool stayhomestaysafe fightagainstcoronavirus
Sat Jun 06 03:24:45 +0000 2020,0.090909091,1,gorakhpurcity
Sat Jun 06 05:39:55 +0000 2020,0.144791667,1,baking lockdown cousins funtimes choclatecake foodie corona babyboss anirudhgunupudi
Sat Jun 06 06:56:03 +0000 2020,0.033333333,1,likeforlikes n nature m beautiful f fitness motivation photo beauty friends likes party fun hiphop repost lifestyle coronavirus february summer memes smile
Sat Jun 06 04:26:29 +0000 2020,0.8,1,Covid19 Corona online Stunning OnlineShopping Ecommerce
Sat Jun 06 04:16:49 +0000 2020,0.338020833,1,nan
Sat Jun 06 07:13:23 +0000 2020,0.640625,1,jcbkikhudai justiceforchutki justiceforchutkimeme jcbkikhudaimeme coronavirus covid19
Sat Jun 06 08:40:35 +0000 2020,-0.078472222,-1,nan
Sat Jun 06 07:36:23 +0000 2020,0,0,salamair muscat covid19 calicut repatriation karipur aviationphotos aviationenthusiast
Sat Jun 06 09:37:05 +0000 2020,0,0,nan
Sat Jun 06 08:21:41 +0000 2020,0,0,vivahealthscience viva corona covid19 india world who usa canada shrilanka ramada nepal ipulsereview
Sat Jun 06 08:12:29 +0000 2020,0,0,Chandigarh Covid
Sat Jun 06 10:04:10 +0000 2020,0.1875,1,nan
Sat Jun 06 10:45:00 +0000 2020,0.4,1,nan
Sat Jun 06 11:30:36 +0000 2020,0.3,1,baari bilal momina RI irrfan actor bollywood hollywood filmfare migrant migrantworkers coronavirus quarantine singer music
Sat Jun 06 10:19:05 +0000 2020,0,0,missmyolddays feellonely memoriesforlife missingpeople unforgettablemoments crazyus latepost daywellspent besties
Sat Jun 06 13:04:16 +0000 2020,0.106666667,1,nan
Sat Jun 06 14:16:46 +0000 2020,0.5,1,indianfood corona covid19
Sat Jun 06 13:01:13 +0000 2020,-0.068181818,-1,nan
Sat Jun 06 13:59:33 +0000 2020,0,0,corona emergency coronahouse wearmask covid19 coronavirus menifee virus covid19dept covid19 takecare dogsofinstagram infected coronafighting news brandweer coronafighters
Sat Jun 06 15:51:34 +0000 2020,-0.0625,-1,Cheers MeetUp Friends Virtual Lockdown StayHome
Sat Jun 06 14:53:21 +0000 2020,0.166666667,1,COVID19 IndiaWillWin IndiaFightsCorona
Sat Jun 06 14:51:23 +0000 2020,0,0,COVID19
Sat Jun 06 16:25:03 +0000 2020,0.8,1,nan
Sat Jun 06 14:50:57 +0000 2020,0,0,COVIDKATHAwithMyGov IndiaFightsCorona
Sat Jun 06 16:31:26 +0000 2020,-0.0625,-1,nan
Sat Jun 06 17:06:48 +0000 2020,0.108333333,1,nan
Sat Jun 06 18:58:35 +0000 2020,0.2,1,nan
Sat Jun 06 21:17:37 +0000 2020,0.7,1,firststep preschool daycare noida pandemic corona virus delhi school love emotion stayhome covid19 care nursery
Sun Jun 07 03:32:41 +0000 2020,0.5,1,covid19 nostalgic selfcare selfisolation jantacurfew yoga2point0 yogaposes yogini yogaeverydamnday
Sun Jun 07 03:19:47 +0000 2020,0.1,1,Homeclick selflovefirst
Sun Jun 07 02:27:04 +0000 2020,0,0,india delhi newdelhi rain hello goodmorning sunday hashtagforthesakeofhashtag Coronavirus covid19
Sun Jun 07 03:40:06 +0000 2020,0,0,nan
Sun Jun 07 03:30:55 +0000 2020,0.25,1,nan
Sun Jun 07 04:59:17 +0000 2020,0,0,nan
Sun Jun 07 07:00:47 +0000 2020,0.3125,1,nan
Sun Jun 07 05:56:03 +0000 2020,0.095454545,1,nan
Sun Jun 07 06:01:50 +0000 2020,0,0,art illustration story heartfelt pain migrants pandemic covid19 coronavirus chinesevirus broken helpothers life heartache madness
Sun Jun 07 06:37:41 +0000 2020,0.366666667,1,nan
Sun Jun 07 04:31:05 +0000 2020,0.7,1,Covid19 Corona business r3infosolutions business online
Sun Jun 07 04:43:11 +0000 2020,0.6875,1,nan
Sun Jun 07 07:33:15 +0000 2020,0,0,nan
Sun Jun 07 05:04:26 +0000 2020,0.136363636,1,butterfly qm2 worldcruise photo cunardline coronavirus covid19 indian southafrica inlove loveyoumylove myclick carnival southampton
Sun Jun 07 06:29:38 +0000 2020,0.284090909,1,nan
Sun Jun 07 06:05:09 +0000 2020,0.045454545,1,bodybuilding bodytransformation gymlife
Sun Jun 07 06:01:50 +0000 2020,0,0,WinFromHome Vocabulary Covid19 HomeContest varanasiinfluencer Varanasi India followforfollowback followme blog
Sun Jun 07 09:28:08 +0000 2020,0.375,1,nan
Sun Jun 07 09:36:21 +0000 2020,1,1,jamshedpur natural nature greenery green gujarat rajkot worldpics viralpost viral handwashchallenge covid19 natureclick instagram tiktok facebook flowers leaf ant worm
Sun Jun 07 09:32:06 +0000 2020,-0.1,-1,covid
Sun Jun 07 08:09:56 +0000 2020,0.242424242,1,nan
Sun Jun 07 09:11:58 +0000 2020,0.5,1,covid coronavirus corona coronavirusoutbreak viruscorona ncov italia pandemic
Sun Jun 07 09:32:35 +0000 2020,0,0,jamshedpur natural nature greenery green gujarat rajkot worldpics viralpost viral handwashchallenge covid19 natureclick instagram tiktok facebook flowers leaf
Sun Jun 07 09:13:33 +0000 2020,-0.3,-1,nan
Sun Jun 07 08:19:19 +0000 2020,0,0,nan
Sun Jun 07 12:26:16 +0000 2020,-0.071428571,-1,Covid19 Corona Coronavirus CovidCasesinIndia Covid Covid19 India World TheLiberacy
Sun Jun 07 10:49:24 +0000 2020,0.7,1,nan
Sun Jun 07 10:45:35 +0000 2020,0.136363636,1,parisfrance paris versailles covid19
Sun Jun 07 12:24:08 +0000 2020,0.133333333,1,nan
Sun Jun 07 14:09:41 +0000 2020,0.512121212,1,nan
Sun Jun 07 13:43:31 +0000 2020,0.311111111,1,nan
Sun Jun 07 14:28:06 +0000 2020,0.175,1,gold corona virus mask worldstar world workout stayhome staysafe stayathome staystrong healthylifestyle lifeisgood luxurylife class classic classy best
Sun Jun 07 13:09:35 +0000 2020,0.5,1,shaskvir instaphotos adidas instaphotos instaphotos dailypost lockdown coronavirus blackoutfit instadaily instamood postoftheday
